	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Sum	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_N	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Mean	Time to First Fixation_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Sum	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_N	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Mean	Total Fixation Duration (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad1_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad2_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad3_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad4_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_ad5_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an1_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an2_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an3_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an4_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an5_Sum	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_N	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Mean	Fixation Count (Include Zeros)_file:///C:/Users/SYSUD202/Desktop/Test2/罗技.html (CRC)_an6_Sum
Rec A22	1	0.583	0.583	1	0.275	0.275	1	1.958	1.958	1	9.549	9.549	-	-	-	1	2.266	2.266	1	3.225	3.225	1	3.949	3.949	1	4.824	4.824	1	7.816	7.816	1	9.699	9.699	1	0.450	0.450	1	0.375	0.375	1	0.550	0.550	1	0.100	0.100	1	0.000	0.000	1	0.775	0.775	1	1.358	1.358	1	1.591	1.591	1	1.000	1.000	1	0.125	0.125	1	0.133	0.133	1	2.000	2.000	1	3.000	3.000	1	2.000	2.000	1	1.000	1.000	1	0.000	0.000	1	4.000	4.000	1	8.000	8.000	1	7.000	7.000	1	5.000	5.000	1	1.000	1.000	1	1.000	1.000
Rec A23	-	-	-	1	0.276	0.276	1	2.267	2.267	1	11.266	11.266	-	-	-	1	3.475	3.475	1	4.092	4.092	1	4.842	4.842	1	7.167	7.167	1	8.483	8.483	1	9.466	9.466	1	0.000	0.000	1	0.842	0.842	1	0.841	0.841	1	1.417	1.417	1	0.000	0.000	1	0.983	0.983	1	0.941	0.941	1	4.327	4.327	1	1.367	1.367	1	1.133	1.133	1	1.117	1.117	1	0.000	0.000	1	6.000	6.000	1	6.000	6.000	1	10.000	10.000	1	0.000	0.000	1	6.000	6.000	1	6.000	6.000	1	26.000	26.000	1	9.000	9.000	1	4.000	4.000	1	9.000	9.000
Rec A24	1	1.233	1.233	1	1.900	1.900	1	0.408	0.408	1	11.849	11.849	-	-	-	1	0.650	0.650	1	4.050	4.050	1	4.516	4.516	1	6.724	6.724	1	7.774	7.774	1	8.041	8.041	1	0.475	0.475	1	0.633	0.633	1	0.350	0.350	1	1.658	1.658	1	0.000	0.000	1	0.825	0.825	1	0.417	0.417	1	1.917	1.917	1	1.492	1.492	1	6.451	6.451	1	1.025	1.025	1	4.000	4.000	1	5.000	5.000	1	2.000	2.000	1	7.000	7.000	1	0.000	0.000	1	5.000	5.000	1	2.000	2.000	1	8.000	8.000	1	8.000	8.000	1	26.000	26.000	1	5.000	5.000
Rec A25	1	0.619	0.619	1	1.894	1.894	1	2.110	2.110	1	19.992	19.992	-	-	-	1	3.719	3.719	1	4.052	4.052	1	4.518	4.518	1	4.677	4.677	1	9.293	9.293	1	11.234	11.234	1	0.275	0.275	1	0.092	0.092	1	0.558	0.558	1	0.558	0.558	1	0.000	0.000	1	0.292	0.292	1	0.242	0.242	1	1.100	1.100	1	1.808	1.808	1	1.233	1.233	1	0.467	0.467	1	3.000	3.000	1	1.000	1.000	1	6.000	6.000	1	6.000	6.000	1	0.000	0.000	1	1.000	1.000	1	2.000	2.000	1	9.000	9.000	1	13.000	13.000	1	11.000	11.000	1	4.000	4.000
Rec A26	-	-	-	1	1.296	1.296	1	0.491	0.491	1	6.422	6.422	-	-	-	1	2.079	2.079	1	2.687	2.687	1	3.245	3.245	1	3.970	3.970	1	6.050	6.050	1	6.672	6.672	1	0.000	0.000	1	0.250	0.250	1	0.783	0.783	1	0.175	0.175	1	0.000	0.000	1	0.242	0.242	1	0.342	0.342	1	5.384	5.384	1	1.916	1.916	1	0.822	0.822	1	0.158	0.158	1	0.000	0.000	1	2.000	2.000	1	4.000	4.000	1	2.000	2.000	1	0.000	0.000	1	2.000	2.000	1	3.000	3.000	1	19.000	19.000	1	13.000	13.000	1	4.000	4.000	1	1.000	1.000
Rec A27	1	0.701	0.701	1	1.301	1.301	1	0.168	0.168	-	-	-	-	-	-	1	4.259	4.259	1	3.426	3.426	1	3.684	3.684	1	5.393	5.393	1	9.325	9.325	1	10.592	10.592	1	0.742	0.742	1	0.550	0.550	1	1.725	1.725	1	0.000	0.000	1	0.000	0.000	1	0.217	0.217	1	1.017	1.017	1	0.808	0.808	1	3.491	3.491	1	0.725	0.725	1	0.767	0.767	1	3.000	3.000	1	4.000	4.000	1	10.000	10.000	1	0.000	0.000	1	0.000	0.000	1	1.000	1.000	1	4.000	4.000	1	5.000	5.000	1	14.000	14.000	1	2.000	2.000	1	3.000	3.000
Rec A28	1	0.837	0.837	1	0.446	0.446	1	0.162	0.162	1	16.461	16.461	-	-	-	1	1.712	1.712	1	3.970	3.970	1	3.462	3.462	1	6.137	6.137	1	8.236	8.236	1	15.902	15.902	1	0.475	0.475	1	0.800	0.800	1	1.442	1.442	1	0.142	0.142	1	0.000	0.000	1	0.979	0.979	1	0.208	0.208	1	0.833	0.833	1	1.608	1.608	1	6.416	6.416	1	0.442	0.442	1	3.000	3.000	1	5.000	5.000	1	10.000	10.000	1	1.000	1.000	1	0.000	0.000	1	5.000	5.000	1	1.000	1.000	1	4.000	4.000	1	8.000	8.000	1	26.000	26.000	1	2.000	2.000
Rec A29	-	-	-	1	0.407	0.407	1	1.481	1.481	-	-	-	-	-	-	1	2.190	2.190	1	2.940	2.940	1	2.765	2.765	1	4.156	4.156	1	4.573	4.573	1	4.756	4.756	1	0.000	0.000	1	0.425	0.425	1	0.467	0.467	1	0.000	0.000	1	0.000	0.000	1	0.308	0.308	1	0.408	0.408	1	0.458	0.458	1	0.333	0.333	1	2.375	2.375	1	1.175	1.175	1	0.000	0.000	1	3.000	3.000	1	3.000	3.000	1	0.000	0.000	1	0.000	0.000	1	2.000	2.000	1	3.000	3.000	1	3.000	3.000	1	2.000	2.000	1	10.000	10.000	1	6.000	6.000
Rec A30	1	0.665	0.665	1	0.382	0.382	1	1.665	1.665	1	15.748	15.748	-	-	-	1	2.107	2.107	1	2.440	2.440	1	2.844	2.844	1	3.261	3.261	1	14.964	14.964	1	15.273	15.273	1	0.942	0.942	1	0.925	0.925	1	1.075	1.075	1	3.283	3.283	1	0.000	0.000	1	0.733	0.733	1	2.140	2.140	1	3.433	3.433	1	3.558	3.558	1	1.150	1.150	1	1.417	1.417	1	5.000	5.000	1	8.000	8.000	1	7.000	7.000	1	12.000	12.000	1	0.000	0.000	1	4.000	4.000	1	12.000	12.000	1	20.000	20.000	1	23.000	23.000	1	6.000	6.000	1	9.000	9.000
Rec A31	1	0.961	0.961	1	1.119	1.119	1	2.458	2.458	1	7.299	7.299	-	-	-	-	-	-	1	3.108	3.108	1	3.899	3.899	1	4.316	4.316	1	5.549	5.549	1	6.557	6.557	1	0.083	0.083	1	0.092	0.092	1	0.075	0.075	1	2.133	2.133	1	0.000	0.000	1	0.000	0.000	1	0.550	0.550	1	0.758	0.758	1	1.258	1.258	1	1.967	1.967	1	1.108	1.108	1	1.000	1.000	1	1.000	1.000	1	1.000	1.000	1	13.000	13.000	1	0.000	0.000	1	0.000	0.000	1	4.000	4.000	1	5.000	5.000	1	10.000	10.000	1	11.000	11.000	1	8.000	8.000
Rec A32	1	0.826	0.826	1	0.518	0.518	1	2.192	2.192	1	11.241	11.241	-	-	-	1	3.317	3.317	1	4.134	4.134	1	5.067	5.067	1	6.109	6.109	1	7.942	7.942	1	10.741	10.741	1	0.533	0.533	1	1.908	1.908	1	1.392	1.392	1	0.967	0.967	1	0.000	0.000	1	2.858	2.858	1	1.658	1.658	1	5.299	5.299	1	1.783	1.783	1	1.533	1.533	1	0.417	0.417	1	3.000	3.000	1	12.000	12.000	1	9.000	9.000	1	5.000	5.000	1	0.000	0.000	1	13.000	13.000	1	9.000	9.000	1	22.000	22.000	1	11.000	11.000	1	7.000	7.000	1	2.000	2.000
All Recordings	25	0.805	20.132	31	0.808	25.041	30	1.814	54.407	23	12.130	278.985	4	14.435	57.742	29	2.977	86.347	31	4.017	124.512	31	4.462	138.322	30	6.395	191.852	29	8.826	255.941	28	10.181	285.070	31	0.583	18.065	31	0.741	22.973	31	0.921	28.559	31	1.082	33.530	31	0.132	4.099	31	0.723	22.414	31	0.861	26.697	31	2.233	69.218	31	2.342	72.609	31	1.739	53.904	31	0.723	22.405	31	3.161	98.000	31	4.452	138.000	31	5.323	165.000	31	5.548	172.000	31	0.677	21.000	31	3.806	118.000	31	4.742	147.000	31	11.968	371.000	31	12.387	384.000	31	8.161	253.000	31	4.516	140.000
